"","state","Rep_12","Dem_12","Other_12","Rep_16","Dem_16","Other_16","total_population","votingAgeCap","total_votes_2012","total_votes_2016","Female_count","age29andunder_count","age65andolder_count","clf_unemploy_count","lesshs_count","lesscollege_count","lesshs_whites_count","lesscollege_whites_count","rural_count","median_hh_inc","Party_12","Party_16","Demographic","Dem_pop"
"218","Utah",740600,251813,25027,515231,310676,305523,2948427,1903500,1017440,1131430,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","Hispanic",397915
"219","Utah",740600,251813,25027,515231,310676,305523,2948427,1903500,1017440,1131430,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","Nonwhite",609147.999999999
"220","Utah",740600,251813,25027,515231,310676,305523,2948427,1903500,1017440,1131430,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","Foreign_born",244784
"221","Vermont",92698,199239,7353,95369,178573,41135,626249,493535,299290,315077,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","White",585154
"222","Vermont",92698,199239,7353,95369,178573,41135,626249,493535,299290,315077,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","Black",7050
"223","Vermont",92698,199239,7353,95369,178573,41135,626249,493535,299290,315077,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","Hispanic",10900
"224","Vermont",92698,199239,7353,95369,178573,41135,626249,493535,299290,315077,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","Nonwhite",41095
"225","Vermont",92698,199239,7353,95369,178573,41135,626249,493535,299290,315077,317538,224884,106193,31210.0074470424,50469.6885720127,397827.357438413,47244.0217372527,397011.837868906,381331.207320301,53789.5,"#00008B","#00008B","Foreign_born",27555
"226","Virginia",1820995,1970595,60094,1769443,1981473,233715,8310301,5998900,3851684,3984631,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","White",5245259
"227","Virginia",1820995,1970595,60094,1769443,1981473,233715,8310301,5998900,3851684,3984631,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","Black",1568053
"228","Virginia",1820995,1970595,60094,1769443,1981473,233715,8310301,5998900,3851684,3984631,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","Hispanic",725092
"229","Virginia",1820995,1970595,60094,1769443,1981473,233715,8310301,5998900,3851684,3984631,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","Nonwhite",3065042
"230","Virginia",1820995,1970595,60094,1769443,1981473,233715,8310301,5998900,3851684,3984631,4224018,3269724,1144817,503383.848982781,937787.562182039,5234860.16783696,631177.564064905,4784274.75729863,1991141.80527144,49639,"#00008B","#00008B","Foreign_born",986495
"231","Washington",1290670,1755396,79450,1221747,1742718,244749,7073146,5008030,3125516,3209214,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","White",4978375
"232","Washington",1290670,1755396,79450,1221747,1742718,244749,7073146,5008030,3125516,3209214,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","Black",246909
"233","Washington",1290670,1755396,79450,1221747,1742718,244749,7073146,5008030,3125516,3209214,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","Hispanic",854275
"234","Washington",1290670,1755396,79450,1221747,1742718,244749,7073146,5008030,3125516,3209214,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","Nonwhite",2094771
"235","Washington",1290670,1755396,79450,1221747,1742718,244749,7073146,5008030,3125516,3209214,3543715,2783030,992841.999999999,490993.378914147,677515.805884357,4718994.41430324,403455.609206737,4555488.37507683,1107902.02613602,50145,"#00008B","#00008B","Foreign_born",957185
"236","West Virginia",417655,238269,14516,489371,188794,34886,1846092,1453210,670440,713051,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","White",1706156
"237","West Virginia",417655,238269,14516,489371,188794,34886,1846092,1453210,670440,713051,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","Black",62385
"238","West Virginia",417655,238269,14516,489371,188794,34886,1846092,1453210,670440,713051,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","Hispanic",26247
"239","West Virginia",417655,238269,14516,489371,188794,34886,1846092,1453210,670440,713051,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","Nonwhite",139936
"240","West Virginia",417655,238269,14516,489371,188794,34886,1846092,1453210,670440,713051,933822,657591,328124,141758.373704369,268997.027534389,1480784.29712645,269178.907454747,1482913.12520497,941179.794967167,39381,"#DC143C","#DC143C","Foreign_born",28908
"241","Wisconsin",1410966,1620985,39483,1404440,1381823,189490,5754798,4313285,3071434,2975753,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","White",4727553
"242","Wisconsin",1410966,1620985,39483,1404440,1381823,189490,5754798,4313285,3071434,2975753,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","Black",355387
"243","Wisconsin",1410966,1620985,39483,1404440,1381823,189490,5754798,4313285,3071434,2975753,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","Hispanic",371205
"244","Wisconsin",1410966,1620985,39483,1404440,1381823,189490,5754798,4313285,3071434,2975753,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","Nonwhite",1027245
"245","Wisconsin",1410966,1620985,39483,1404440,1381823,189490,5754798,4313285,3071434,2975753,2895743,2221833,875220,319903.23732184,497832.407330197,4112644.96010388,365012.746344339,3990383.30903566,1704051.37123417,51411.5,"#00008B","#DC143C","Foreign_born",277238
"246","Wyoming",170962,69286,8813,174419,55973,25457,583029,432375,249061,255849,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","White",491859
"247","Wyoming",170962,69286,8813,174419,55973,25457,583029,432375,249061,255849,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","Black",6176
"248","Wyoming",170962,69286,8813,174419,55973,25457,583029,432375,249061,255849,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","Hispanic",56386.0000000001
"249","Wyoming",170962,69286,8813,174419,55973,25457,583029,432375,249061,255849,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","Nonwhite",91170
"250","Wyoming",170962,69286,8813,174419,55973,25457,583029,432375,249061,255849,285338,236650,80707.0000000001,28797.39677706,44311.0697992047,430931.68498239,33348.1716727358,421454.866630075,203656.580744948,55640,"#DC143C","#DC143C","Foreign_born",20712
